PARTICIPANT_ID,RUN_ID,CHUNK,CONDITION,RandomID,PRODUCT_SHOWN,AGE,GENDER,AI_MENTION_CHECK,PR_INCORP_SELF,PR_BELONGS_TO_ME,PR_CONNECTED,PR_CLOSENESS,PR_DIFFICULT_MINE,PRODUCT_HEDONICITY_1_UTIL_7_HED,AI_IMPROVE_LIFE,AI_IMPROVE_WORK,AI_USE_FUTURE,AI_POSITIVE_HUMANITY,AI_THREAT_HUMANS,SPOT_AI_CHOICE,SPOT_AI_CORRECT,AUCTION_WINNER,AUCTION_CORRECT,WTP_COINS_0_10,TASK_SUMMARY,MTURK_ID,MTURK_ID_ENTERED,COMPLETION_CODE
282,RUN_2026-01-06_1,1,AI x Hedonic (new),35163,Chocolate bar,44,Female,Yes,2,2,2,1,4,4,2,2,1,1,1,Picture 2,1,Participant 2,1,3,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AE82XS1J6D,Yes,237566
283,RUN_2026-01-06_1,1,No AI x Utilitarian (new),16946,Body wash,36,Female,No,2,2,2,1,4,3,2,2,2,1,1,Picture 1,0,Participant 2,1,10,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AJESYE9JFS,Yes,237566
284,RUN_2026-01-06_1,1,No AI x Utilitarian (new),39130,Body wash,30,Male,Yes,2,2,1,1,3,4,2,2,1,1,1,Picture 1,0,Participant 2,1,4,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AOKIN44IHT,Yes,237566
285,RUN_2026-01-06_1,1,AI x Hedonic (new),21503,Chocolate bar,35,Male,No,2,2,2,2,3,6,2,2,2,1,1,Picture 2,1,Participant 3,0,4,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A7VXMD8XYQ,Yes,237566
286,RUN_2026-01-06_1,1,AI x Hedonic (new),69495,Chocolate bar,18,Female,Yes,2,2,2,1,2,5,2,2,1,1,1,Picture 1,0,Participant 2,1,9,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ADQJ88RMZC,Yes,237566
287,RUN_2026-01-06_1,1,AI x Hedonic (new),34922,Chocolate bar,41,Female,Yes,2,2,2,1,4,5,2,2,1,1,1,Picture 1,0,Participant 2,1,4,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AJ1USCGWDV,Yes,237566
288,RUN_2026-01-06_1,1,No AI x Utilitarian (new),49243,Body wash,48,Female,Yes,2,2,1,1,3,2,2,2,2,1,1,Picture 1,0,Participant 2,1,8,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AS53QF3747,Yes,237566
289,RUN_2026-01-06_1,1,AI x Hedonic (new),84886,Chocolate bar,44,Male,Yes,2,2,2,1,2,5,2,2,2,1,1,Picture 1,0,Participant 2,1,5,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",APM3BQLT56,Yes,237566
290,RUN_2026-01-06_1,1,No AI x Utilitarian (new),93743,Body wash,32,Female,Yes,2,2,2,1,3,3,2,2,2,1,1,Picture 2,1,Participant 2,1,2,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",ATOAJF719J,No,237566
291,RUN_2026-01-06_1,1,No AI x Utilitarian (new),25475,Body wash,45,Male,Yes,2,1,2,1,4,2,2,2,2,2,1,Picture 1,0,Participant 2,1,6,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AGNER4KB9L,Yes,237566
292,RUN_2026-01-06_1,1,No AI x Hedonic (new),25916,Chocolate bar,45,Male,Yes,2,1,2,1,4,4,2,2,2,1,1,Picture 1,0,Participant 2,1,4,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AQQD0773OO,Yes,237566
293,RUN_2026-01-06_1,1,No AI x Utilitarian (new),77003,Body wash,36,Male,Yes,2,2,2,1,3,2,2,1,1,1,1,Picture 1,0,Participant 2,1,8,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",API5SOIXUE,Yes,237566
294,RUN_2026-01-06_1,1,AI x Hedonic (new),13780,Chocolate bar,42,Prefer not to say,Yes,2,2,1,1,3,5,2,2,2,1,1,Picture 2,1,Participant 2,1,7,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AF6EEN5NKC,Yes,237566
295,RUN_2026-01-06_1,1,AI x Utilitarian (new),42061,Body wash,50,Male,Yes,2,2,1,1,4,2,2,2,2,1,1,Picture 1,0,Participant 2,1,7,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ANDVL8U8GB,Yes,237566
296,RUN_2026-01-06_1,1,No AI x Utilitarian (new),42841,Body wash,43,Female,Yes,2,2,2,2,4,3,2,2,1,1,1,Picture 1,0,Participant 2,1,6,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AEUM6G58FG,Yes,237566
297,RUN_2026-01-06_1,1,No AI x Hedonic (new),82819,Chocolate bar,33,Male,Yes,2,2,2,1,3,7,2,2,2,1,2,Picture 2,1,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A8RECZH2ZQ,Yes,237566
298,RUN_2026-01-06_1,1,AI x Utilitarian (new),14225,Body wash,38,Male,Yes,2,2,1,1,3,3,2,2,2,2,1,Picture 1,0,Participant 2,1,4,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A23NQ96ASO,Yes,237566
299,RUN_2026-01-06_1,1,No AI x Utilitarian (new),17742,Body wash,39,Male,Yes,2,2,1,1,3,3,2,2,1,1,2,Picture 1,0,Participant 2,1,6,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A1T56MRRRL,Yes,237566
300,RUN_2026-01-06_1,1,AI x Utilitarian (new),71918,Body wash,18,Male,Yes,2,2,1,1,4,3,2,2,2,1,1,Picture 2,1,Participant 2,1,6,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AWL1ZTLWOH,Yes,237566
301,RUN_2026-01-06_1,1,No AI x Hedonic (new),71815,Chocolate bar,39,Male,No,2,2,2,1,3,6,2,2,2,1,1,Picture 2,1,Participant 2,1,2,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ADY7XFZWPI,Yes,237566
302,RUN_2026-01-06_1,1,No AI x Utilitarian (new),91844,Body wash,36,Female,Yes,2,2,2,1,3,1,2,2,1,1,1,Picture 2,1,Participant 4,0,2,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AH1JCCQLYO,Yes,237566
303,RUN_2026-01-06_1,1,No AI x Utilitarian (new),10435,Body wash,18,Female,Yes,2,2,2,1,4,4,2,2,2,1,1,Picture 2,1,Participant 4,0,8,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AC3IGZTQ31,Yes,237566
304,RUN_2026-01-06_1,1,AI x Utilitarian (new),15664,Body wash,18,Female,Yes,2,2,2,1,2,4,2,2,1,1,1,Picture 2,1,Participant 2,1,10,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",A5KUHK1S7T,Yes,237566
305,RUN_2026-01-06_1,1,No AI x Hedonic (new),82344,Chocolate bar,59,Male,Yes,2,2,2,1,3,5,2,2,2,1,1,Picture 2,1,Participant 2,1,7,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A80L4I914U,Yes,237566
306,RUN_2026-01-06_1,1,No AI x Utilitarian (new),91493,Body wash,39,Male,Yes,2,2,2,1,3,2,2,1,1,1,1,Picture 1,0,Participant 2,1,6,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AV5W6G78DD,Yes,237566
307,RUN_2026-01-06_1,1,AI x Utilitarian (new),24176,Body wash,54,Non-binary,Yes,2,2,2,1,3,2,2,2,2,1,1,Picture 2,1,Participant 2,1,7,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AOJ65JRG68,Yes,237566
308,RUN_2026-01-06_1,1,No AI x Utilitarian (new),43665,Body wash,33,Male,Yes,2,2,1,1,4,4,2,2,1,1,1,Picture 2,1,Participant 2,1,4,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AS6RYVBN3F,Yes,237566
309,RUN_2026-01-06_1,1,AI x Utilitarian (new),98181,Body wash,56,Female,Yes,2,2,2,1,4,3,2,2,1,1,1,Picture 2,1,Participant 2,1,8,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ATORQJ4IHL,Yes,237566
310,RUN_2026-01-06_1,1,No AI x Hedonic (new),19954,Chocolate bar,44,Female,Yes,2,1,2,1,2,5,2,2,1,1,2,Picture 1,0,Participant 2,1,7,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ARNFXR5JC7,Yes,237566
311,RUN_2026-01-06_1,1,No AI x Hedonic (new),17758,Chocolate bar,29,Male,Yes,2,2,2,1,3,4,2,2,1,1,1,Picture 2,1,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AUE9VC9XBC,Yes,237566
312,RUN_2026-01-06_1,1,No AI x Utilitarian (new),78294,Body wash,41,Female,Yes,2,2,2,1,4,2,2,2,1,1,1,Picture 2,1,Participant 2,1,6,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AHGWHRI7UE,Yes,237566
313,RUN_2026-01-06_1,1,AI x Utilitarian (new),64483,Body wash,56,Female,Yes,2,2,1,1,3,3,2,2,2,1,1,Picture 1,0,Participant 2,1,8,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AKQ32PYJG9,No,237566
314,RUN_2026-01-06_1,1,AI x Hedonic (new),71289,Chocolate bar,65,Female,Yes,2,2,2,1,4,6,2,1,2,1,1,Picture 1,0,Participant 2,1,9,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A833RYOL7T,Yes,237566
315,RUN_2026-01-06_1,1,No AI x Hedonic (new),30680,Chocolate bar,44,Female,Yes,2,2,1,1,4,5,2,2,1,1,1,Picture 1,0,Participant 2,1,5,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A23XVEZO8A,Yes,237566
316,RUN_2026-01-06_1,1,No AI x Utilitarian (new),56097,Body wash,32,Male,Yes,2,2,2,1,3,3,2,1,2,1,1,Picture 2,1,Participant 2,1,4,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ASB5YGRT56,Yes,237566
317,RUN_2026-01-06_1,1,AI x Hedonic (new),86922,Chocolate bar,27,Female,Yes,2,2,2,1,4,4,2,2,1,1,1,Picture 2,1,Participant 2,1,4,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ARC86GBT7S,Yes,237566
318,RUN_2026-01-06_1,1,AI x Hedonic (new),46568,Chocolate bar,46,Female,Yes,2,2,1,1,4,6,2,2,2,1,1,Picture 1,0,Participant 2,1,4,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ADN38OB0FU,Yes,237566
319,RUN_2026-01-06_1,1,AI x Hedonic (new),44869,Chocolate bar,51,Male,Yes,2,2,2,1,4,5,2,1,1,1,1,Picture 1,0,Participant 2,1,4,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AKJBJN84O4,Yes,237566
320,RUN_2026-01-06_1,1,No AI x Hedonic (new),42278,Chocolate bar,40,Female,Yes,2,2,2,2,3,6,2,2,2,1,1,Picture 1,0,Participant 4,0,6,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AEJFF1A1QT,Yes,237566
321,RUN_2026-01-06_1,1,No AI x Utilitarian (new),80514,Body wash,37,Female,Yes,2,2,1,1,3,2,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A0J5ZMI9LK,Yes,237566
322,RUN_2026-01-06_1,1,AI x Hedonic (new),59234,Chocolate bar,48,Male,Yes,2,2,2,1,3,6,2,1,1,1,1,Picture 2,1,Participant 2,1,6,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ALO1X1E14V,Yes,237566
323,RUN_2026-01-06_1,1,No AI x Hedonic (new),54649,Chocolate bar,44,Female,Yes,2,2,1,1,4,6,2,2,2,1,1,Picture 1,0,Participant 2,1,3,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AZ5719MGLH,Yes,237566
324,RUN_2026-01-06_1,1,AI x Utilitarian (new),89607,Body wash,43,Female,Yes,2,2,1,1,4,2,2,2,1,1,1,Picture 2,1,Participant 2,1,6,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AB19J8OS3K,Yes,237566
325,RUN_2026-01-06_1,1,No AI x Utilitarian (new),40173,Body wash,20,Male,No,2,2,1,1,3,3,2,2,2,1,1,Picture 2,1,Participant 2,1,3,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AC1O6U2PQC,Yes,237566
326,RUN_2026-01-06_1,1,AI x Hedonic (new),86662,Chocolate bar,34,Female,Yes,2,2,2,1,4,6,2,2,1,1,1,Picture 2,1,Participant 2,1,3,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AR4QVUPDIS,Yes,237566
327,RUN_2026-01-06_1,1,No AI x Utilitarian (new),41921,Body wash,61,Female,Yes,2,2,2,1,4,2,2,2,2,1,1,Picture 2,1,Participant 2,1,3,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ACDMX8YILB,Yes,237566
328,RUN_2026-01-06_1,1,AI x Hedonic (new),54135,Chocolate bar,38,Male,Yes,2,2,2,1,3,5,2,2,2,2,1,Picture 2,1,Participant 1,0,3,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",ARGR24V6ED,Yes,237566
329,RUN_2026-01-06_1,1,AI x Utilitarian (new),54936,Body wash,65,Male,Yes,2,2,1,1,4,3,2,2,2,2,1,Picture 1,0,Participant 2,1,3,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A01DFN6RAS,Yes,237566
330,RUN_2026-01-06_1,1,No AI x Hedonic (new),19266,Chocolate bar,43,Male,Yes,2,2,2,1,4,4,2,1,1,1,1,Picture 2,1,Participant 2,1,4,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A3IPE6BC5K,Yes,237566
331,RUN_2026-01-06_1,1,No AI x Utilitarian (new),25768,Body wash,35,Female,Yes,2,2,1,1,4,3,2,2,2,1,1,Picture 1,0,Participant 1,0,6,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AGCKY8NIJW,Yes,237566
332,RUN_2026-01-06_1,1,No AI x Hedonic (new),80304,Chocolate bar,41,Female,Yes,2,2,1,1,4,5,2,1,1,1,1,Picture 2,1,Participant 2,1,10,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AHFQJCPE51,Yes,237566
333,RUN_2026-01-06_1,1,No AI x Hedonic (new),73182,Chocolate bar,45,Male,Yes,2,2,1,1,4,4,2,2,1,1,1,Picture 1,0,Participant 2,1,7,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AAVCTMQE8X,Yes,237566
334,RUN_2026-01-06_1,1,AI x Utilitarian (new),62453,Body wash,29,Male,Yes,2,2,1,1,3,2,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AY1HCJ4SQ7,No,237566
335,RUN_2026-01-06_1,1,AI x Hedonic (new),20741,Chocolate bar,41,Male,Yes,2,2,1,2,1,4,2,2,1,2,1,Picture 2,1,Participant 1,0,2,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AVMR2H72LB,Yes,237566
336,RUN_2026-01-06_1,1,No AI x Hedonic (new),18673,Chocolate bar,33,Female,Yes,2,2,2,1,4,5,2,1,1,1,1,Picture 1,0,Participant 2,1,4,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AMNM6WK084,Yes,237566
337,RUN_2026-01-06_1,1,AI x Utilitarian (new),14619,Body wash,55,Female,Yes,2,2,2,1,4,4,2,2,2,1,1,Picture 1,0,Participant 4,0,1,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AMS7S0SBXW,Yes,237566
338,RUN_2026-01-06_1,1,AI x Hedonic (new),44207,Chocolate bar,33,Female,Yes,2,2,2,1,3,5,2,2,2,1,1,Picture 1,0,Participant 2,1,7,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A9ZRB1AAMV,Yes,237566
339,RUN_2026-01-06_1,1,AI x Hedonic (new),56418,Chocolate bar,39,Male,Yes,2,2,2,1,4,5,2,2,2,1,1,Picture 1,0,Participant 4,0,3,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AENGN37X7R,Yes,237566
340,RUN_2026-01-06_1,1,AI x Hedonic (new),96217,Chocolate bar,20,Male,Yes,2,2,2,1,3,6,2,2,1,1,1,Picture 1,0,Participant 2,1,3,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AJYEG3Y8EC,Yes,237566
341,RUN_2026-01-06_1,1,AI x Utilitarian (new),19546,Body wash,22,Prefer not to say,Yes,2,2,2,1,4,3,2,2,2,1,1,Picture 1,0,Participant 2,1,8,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AKRG0US90U,Yes,237566
342,RUN_2026-01-06_1,1,No AI x Utilitarian (new),42854,Body wash,37,Female,Yes,2,2,1,2,4,1,2,1,2,1,1,Picture 2,1,Participant 2,1,6,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AZ64GQZTDS,Yes,237566
343,RUN_2026-01-06_1,1,No AI x Utilitarian (new),90669,Body wash,27,Female,Yes,2,2,2,2,4,4,2,1,1,1,1,Picture 2,1,Participant 2,1,7,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AH35UQM8XG,Yes,237566
344,RUN_2026-01-06_1,1,AI x Utilitarian (new),28018,Body wash,34,Male,Yes,2,2,1,1,3,3,2,1,1,1,1,Picture 2,1,Participant 2,1,6,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AQCOALX0BV,Yes,237566
345,RUN_2026-01-06_1,1,AI x Hedonic (new),14748,Chocolate bar,41,Male,No,2,2,2,1,3,5,2,1,2,2,1,Picture 2,1,Participant 2,1,9,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AMZYL8CQPQ,Yes,237566
346,RUN_2026-01-06_1,1,No AI x Utilitarian (new),22807,Body wash,45,Male,Yes,2,2,2,1,2,3,2,2,2,1,1,Picture 1,0,Participant 2,1,10,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A68QJX1A6H,Yes,237566
347,RUN_2026-01-06_1,1,AI x Utilitarian (new),81184,Body wash,21,Female,Yes,2,1,1,1,3,3,2,2,2,2,1,Picture 2,1,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AOMBYJVJCA,Yes,237566
348,RUN_2026-01-06_1,1,No AI x Utilitarian (new),30728,Body wash,36,Male,Yes,2,2,1,1,2,4,2,2,2,1,1,Picture 2,1,Participant 2,1,4,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AOR6U3DM66,Yes,237566
349,RUN_2026-01-06_1,1,AI x Hedonic (new),73484,Chocolate bar,46,Male,Yes,2,2,2,1,4,5,2,1,1,1,1,Picture 2,1,Participant 2,1,6,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A7YEIRXGJ1,Yes,237566
350,RUN_2026-01-06_1,1,No AI x Hedonic (new),25754,Chocolate bar,30,Female,Yes,2,2,2,1,3,4,2,2,1,1,1,Picture 1,0,Participant 3,0,5,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A1SB65137J,Yes,237566
351,RUN_2026-01-06_1,1,No AI x Utilitarian (new),87988,Body wash,22,Male,No,2,2,2,1,6,5,2,2,1,1,1,Picture 1,0,Participant 4,0,10,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AE8I56V0PX,No,237566
352,RUN_2026-01-06_1,1,AI x Utilitarian (new),32263,Body wash,30,Female,Yes,2,2,1,1,4,3,2,2,1,1,1,Picture 1,0,Participant 4,0,5,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AI1E2CI5N8,Yes,237566
353,RUN_2026-01-06_1,1,AI x Hedonic (new),90431,Chocolate bar,57,Male,Yes,2,2,2,1,4,6,2,2,1,2,1,Picture 2,1,Participant 1,0,3,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AYPKMU6NKH,Yes,237566
354,RUN_2026-01-06_1,1,No AI x Utilitarian (new),73058,Body wash,38,Female,Yes,2,2,1,1,3,3,2,2,1,1,1,Picture 2,1,Participant 2,1,3,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AY4F03SNMA,Yes,237566
355,RUN_2026-01-06_1,1,AI x Utilitarian (new),80061,Body wash,57,Female,Yes,2,2,2,1,3,3,2,2,2,1,1,Picture 1,0,Participant 2,1,9,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AZXBG8JZC6,Yes,237566
356,RUN_2026-01-06_1,1,No AI x Hedonic (new),24406,Chocolate bar,34,Male,Yes,2,2,1,2,3,5,2,1,2,1,1,Picture 2,1,Participant 2,1,7,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A8WJ5RDSTI,Yes,237566
357,RUN_2026-01-06_1,1,AI x Utilitarian (new),28016,Body wash,52,Male,Yes,2,2,1,1,4,3,2,2,1,1,1,Picture 2,1,Participant 2,1,4,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AFHPEEZ9VY,Yes,237566
358,RUN_2026-01-06_1,1,AI x Hedonic (new),67301,Chocolate bar,21,Female,Yes,2,2,2,1,3,5,2,2,2,1,1,Picture 2,1,Participant 4,0,5,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A74IC2F9RB,Yes,237566
359,RUN_2026-01-06_1,1,AI x Hedonic (new),84825,Chocolate bar,35,Female,Yes,2,2,2,2,3,5,2,2,2,2,1,Picture 1,0,Participant 2,1,4,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AQLWIYFJC6,Yes,237566
360,RUN_2026-01-06_1,1,AI x Hedonic (new),17885,Chocolate bar,39,Male,Yes,2,2,1,1,3,6,2,2,2,1,1,Picture 1,0,Participant 2,1,3,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",A2WDI7WJPC,Yes,237566
361,RUN_2026-01-06_1,1,No AI x Utilitarian (new),39208,Body wash,59,Male,Yes,2,2,1,1,3,3,2,1,1,2,1,Picture 2,1,Participant 2,1,6,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AAZPZ8M5X9,Yes,237566
362,RUN_2026-01-06_1,1,AI x Hedonic (new),54724,Chocolate bar,44,Female,Yes,2,2,2,1,3,5,2,1,2,1,1,Picture 2,1,Participant 4,0,6,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",A0LHVWGL6J,Yes,237566
363,RUN_2026-01-06_1,1,AI x Hedonic (new),99864,Chocolate bar,51,Female,Yes,2,2,2,1,3,6,2,2,2,1,1,Picture 2,1,Participant 2,1,1,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AEFT6CA09D,Yes,237566
364,RUN_2026-01-06_1,1,No AI x Hedonic (new),28649,Chocolate bar,33,Male,Yes,2,2,1,1,4,6,2,2,1,2,1,Picture 1,0,Participant 2,1,4,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A21PG7ZDCO,No,237566
365,RUN_2026-01-06_1,1,AI x Utilitarian (new),86680,Body wash,33,Female,Yes,2,2,1,1,3,3,2,2,2,1,1,Picture 2,1,Participant 2,1,7,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AQVMQY2502,Yes,237566
366,RUN_2026-01-06_1,1,AI x Utilitarian (new),74454,Body wash,53,Female,Yes,2,2,2,1,3,2,2,2,1,1,1,Picture 2,1,Participant 3,0,7,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A5GEAQ0QBI,Yes,237566
367,RUN_2026-01-06_1,1,AI x Hedonic (new),46496,Chocolate bar,55,Male,Yes,2,2,2,1,5,5,2,2,1,1,1,Picture 2,1,Participant 2,1,8,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",ANZFH1FXPA,Yes,237566
368,RUN_2026-01-06_1,1,No AI x Hedonic (new),38750,Chocolate bar,53,Female,Yes,2,2,2,1,4,5,2,2,2,1,1,Picture 2,1,Participant 2,1,7,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ACIO5HQL39,Yes,237566
369,RUN_2026-01-06_1,1,No AI x Utilitarian (new),62440,Body wash,52,Male,Yes,2,2,1,1,3,3,2,2,1,1,1,Picture 2,1,Participant 2,1,2,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AGHB8SESTR,Yes,237566
370,RUN_2026-01-06_1,1,No AI x Hedonic (new),12266,Chocolate bar,32,Male,Yes,2,2,2,1,4,4,2,2,2,1,1,Picture 2,1,Participant 2,1,4,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AKIDH5E681,Yes,237566
371,RUN_2026-01-06_1,1,AI x Utilitarian (new),45973,Body wash,64,Female,Yes,2,2,1,1,4,1,2,2,1,1,1,Picture 1,0,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AZZ0T2C3AQ,Yes,237566
372,RUN_2026-01-06_1,1,No AI x Utilitarian (new),21450,Body wash,40,Male,Yes,2,2,2,1,4,3,2,2,2,2,1,Picture 1,0,Participant 2,1,7,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AEURBGLUBP,Yes,237566
373,RUN_2026-01-06_1,1,AI x Utilitarian (new),78067,Body wash,53,Male,Yes,2,2,2,1,3,3,2,1,1,1,1,Picture 2,1,Participant 2,1,6,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AO79FXJC7E,Yes,237566
374,RUN_2026-01-06_1,1,No AI x Hedonic (new),99846,Chocolate bar,47,Male,Yes,2,1,2,1,4,5,2,2,2,1,1,Picture 2,1,Participant 2,1,0,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ASQ89MFKP6,Yes,237566
375,RUN_2026-01-06_1,1,No AI x Utilitarian (new),17996,Body wash,18,Male,Yes,2,2,1,1,3,2,2,2,1,1,1,Picture 1,0,Participant 2,1,4,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AOAHVO0UX0,Yes,237566
